entry_date,exit_date,entry_px,exit_px,bars_held,exit_reason,gross_pts,gross_usd,cost_usd,net_usd,entry_rsi,ret_pct,notional_usd,mae_pct,mfe_pct,symbol,year
2010-05-18,2010-05-27,1118.75,1101.0,7,rsi_target,-17.75,-887.5,29.0,-916.5,7.370622045756377,-0.015865921787709496,55937.5,-0.07329608938547486,0.003575418994413408,ES,2010
2010-05-19,2010-05-27,1868.25,1863.75,6,rsi_target,-4.5,-90.0,14.0,-104.0,6.735208288717644,-0.0024086712163789645,37365.0,-0.061019670814933764,0.0036130068245684463,NQ,2010
2010-06-23,2010-07-07,1873.75,1789.5,9,rsi_target,-84.25,-1685.0,14.0,-1699.0,9.051870042329838,-0.04496330887258172,37475.0,-0.09379586390927284,0.0008005336891260841,NQ,2010
2010-09-23,2010-09-24,1120.5,1143.25,1,rsi_target,22.75,1137.5,29.0,1108.5,8.214451638015618,0.02030343596608657,56025.0,-0.00178491744756805,0.0214190093708166,ES,2010
2010-10-04,2010-10-05,1977.0,2018.5,1,rsi_target,41.5,830.0,14.0,816.0,3.4153669976332566,0.020991401112797167,39540.0,-0.0007587253414264037,0.024279210925644917,NQ,2010
2010-11-12,2010-11-18,1195.5,1197.75,4,rsi_target,2.25,112.5,29.0,83.5,6.515921954351256,0.0018820577164366374,59775.0,-0.020493517356754497,0.008573818485989126,ES,2010
2010-11-12,2010-11-18,2133.75,2134.25,4,rsi_target,0.5,10.0,14.0,-4.0,1.2822275160639265,0.00023432923257176333,42675.0,-0.023550087873462213,0.008084358523725835,NQ,2010
2010-12-31,2011-01-03,2216.0,2250.5,1,rsi_target,34.5,690.0,14.0,676.0,7.415682822697832,0.015568592057761732,44320.0,0.0014666064981949459,0.023352888086642598,NQ,2011
2011-01-21,2011-01-25,2269.0,2301.25,2,rsi_target,32.25,645.0,14.0,631.0,9.059184981804293,0.014213309828118114,45380.0,-0.001983252534156016,0.015094755398854121,NQ,2011
2011-02-22,2011-02-25,2321.75,2345.75,3,rsi_target,24.0,480.0,14.0,466.0,3.7540134066019704,0.010337030257348983,46435.0,-0.017874448153332615,0.012275223430601917,NQ,2011
2011-02-23,2011-02-28,1305.5,1326.0,3,rsi_target,20.5,1025.0,29.0,996.0,9.033987451836637,0.015702795863653772,65275.0,-0.00995787054768288,0.01800076599004213,ES,2011
2011-03-16,2011-03-18,1258.75,1287.7099609375,2,rsi_target,28.9599609375,1447.998046875,29.0,1418.998046875,4.855540927178424,0.023006920307845083,62937.5,-0.009731876861966237,0.02740814299900695,ES,2011
2011-03-10,2011-03-21,2283.0,2254.5,7,rsi_target,-28.5,-570.0,14.0,-584.0,8.434826386906266,-0.012483574244415242,45660.0,-0.0415024091108191,0.010183968462549276,NQ,2011
2011-04-11,2011-04-15,1319.5,1318.75,4,rsi_target,-0.75,-37.5,29.0,-66.5,6.687780761476105,-0.0005683971201212581,65975.0,-0.01610458507010231,0.0007578628268283441,ES,2011
2011-04-11,2011-04-20,2308.0,2355.0,7,rsi_target,47.0,940.0,14.0,926.0,7.957113019351269,0.020363951473136917,46160.0,-0.025021663778162912,0.024155112651646448,NQ,2011
